;Abs Path;Rel Path;Item Class
45;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0045.jpg;dataset_2\tiger_0045.jpg;tiger
46;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0046.jpg;dataset_2\tiger_0046.jpg;tiger
47;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0047.jpg;dataset_2\tiger_0047.jpg;tiger
48;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0048.jpg;dataset_2\tiger_0048.jpg;tiger
49;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0049.jpg;dataset_2\tiger_0049.jpg;tiger
50;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0050.jpg;dataset_2\tiger_0050.jpg;tiger
51;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0051.jpg;dataset_2\tiger_0051.jpg;tiger
52;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0052.jpg;dataset_2\tiger_0052.jpg;tiger
53;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0053.jpg;dataset_2\tiger_0053.jpg;tiger
54;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0054.jpg;dataset_2\tiger_0054.jpg;tiger
55;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0055.jpg;dataset_2\tiger_0055.jpg;tiger
56;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0056.jpg;dataset_2\tiger_0056.jpg;tiger
57;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0057.jpg;dataset_2\tiger_0057.jpg;tiger
58;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0058.jpg;dataset_2\tiger_0058.jpg;tiger
59;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0059.jpg;dataset_2\tiger_0059.jpg;tiger
60;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0060.jpg;dataset_2\tiger_0060.jpg;tiger
61;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0061.jpg;dataset_2\tiger_0061.jpg;tiger
62;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0062.jpg;dataset_2\tiger_0062.jpg;tiger
63;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0063.jpg;dataset_2\tiger_0063.jpg;tiger
64;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0064.jpg;dataset_2\tiger_0064.jpg;tiger
65;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0065.jpg;dataset_2\tiger_0065.jpg;tiger
66;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0066.jpg;dataset_2\tiger_0066.jpg;tiger
67;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0067.jpg;dataset_2\tiger_0067.jpg;tiger
68;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0068.jpg;dataset_2\tiger_0068.jpg;tiger
69;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0069.jpg;dataset_2\tiger_0069.jpg;tiger
70;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0070.jpg;dataset_2\tiger_0070.jpg;tiger
71;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0071.jpg;dataset_2\tiger_0071.jpg;tiger
72;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0072.jpg;dataset_2\tiger_0072.jpg;tiger
73;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0073.jpg;dataset_2\tiger_0073.jpg;tiger
74;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0074.jpg;dataset_2\tiger_0074.jpg;tiger
75;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0075.jpg;dataset_2\tiger_0075.jpg;tiger
76;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0076.jpg;dataset_2\tiger_0076.jpg;tiger
77;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0077.jpg;dataset_2\tiger_0077.jpg;tiger
78;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0078.jpg;dataset_2\tiger_0078.jpg;tiger
79;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0079.jpg;dataset_2\tiger_0079.jpg;tiger
80;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0080.jpg;dataset_2\tiger_0080.jpg;tiger
81;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0081.jpg;dataset_2\tiger_0081.jpg;tiger
82;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0082.jpg;dataset_2\tiger_0082.jpg;tiger
83;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0083.jpg;dataset_2\tiger_0083.jpg;tiger
84;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0084.jpg;dataset_2\tiger_0084.jpg;tiger
85;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0085.jpg;dataset_2\tiger_0085.jpg;tiger
86;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0086.jpg;dataset_2\tiger_0086.jpg;tiger
87;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0087.jpg;dataset_2\tiger_0087.jpg;tiger
88;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0088.jpg;dataset_2\tiger_0088.jpg;tiger
89;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0089.jpg;dataset_2\tiger_0089.jpg;tiger
90;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0090.jpg;dataset_2\tiger_0090.jpg;tiger
91;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0091.jpg;dataset_2\tiger_0091.jpg;tiger
92;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0092.jpg;dataset_2\tiger_0092.jpg;tiger
93;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0093.jpg;dataset_2\tiger_0093.jpg;tiger
94;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0094.jpg;dataset_2\tiger_0094.jpg;tiger
95;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0095.jpg;dataset_2\tiger_0095.jpg;tiger
96;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0096.jpg;dataset_2\tiger_0096.jpg;tiger
97;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0097.jpg;dataset_2\tiger_0097.jpg;tiger
98;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0098.jpg;dataset_2\tiger_0098.jpg;tiger
99;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0099.jpg;dataset_2\tiger_0099.jpg;tiger
100;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0100.jpg;dataset_2\tiger_0100.jpg;tiger
101;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0101.jpg;dataset_2\tiger_0101.jpg;tiger
102;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0102.jpg;dataset_2\tiger_0102.jpg;tiger
103;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0103.jpg;dataset_2\tiger_0103.jpg;tiger
104;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0104.jpg;dataset_2\tiger_0104.jpg;tiger
105;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0105.jpg;dataset_2\tiger_0105.jpg;tiger
106;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0106.jpg;dataset_2\tiger_0106.jpg;tiger
107;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0107.jpg;dataset_2\tiger_0107.jpg;tiger
108;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0108.jpg;dataset_2\tiger_0108.jpg;tiger
109;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0109.jpg;dataset_2\tiger_0109.jpg;tiger
110;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0110.jpg;dataset_2\tiger_0110.jpg;tiger
111;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0111.jpg;dataset_2\tiger_0111.jpg;tiger
112;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0112.jpg;dataset_2\tiger_0112.jpg;tiger
113;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0113.jpg;dataset_2\tiger_0113.jpg;tiger
114;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0114.jpg;dataset_2\tiger_0114.jpg;tiger
115;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0115.jpg;dataset_2\tiger_0115.jpg;tiger
116;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0116.jpg;dataset_2\tiger_0116.jpg;tiger
117;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0117.jpg;dataset_2\tiger_0117.jpg;tiger
118;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0118.jpg;dataset_2\tiger_0118.jpg;tiger
119;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0119.jpg;dataset_2\tiger_0119.jpg;tiger
120;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0120.jpg;dataset_2\tiger_0120.jpg;tiger
121;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0121.jpg;dataset_2\tiger_0121.jpg;tiger
122;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0122.jpg;dataset_2\tiger_0122.jpg;tiger
123;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0123.jpg;dataset_2\tiger_0123.jpg;tiger
124;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0124.jpg;dataset_2\tiger_0124.jpg;tiger
125;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0125.jpg;dataset_2\tiger_0125.jpg;tiger
126;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0126.jpg;dataset_2\tiger_0126.jpg;tiger
127;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0127.jpg;dataset_2\tiger_0127.jpg;tiger
128;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0128.jpg;dataset_2\tiger_0128.jpg;tiger
129;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0129.jpg;dataset_2\tiger_0129.jpg;tiger
130;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0130.jpg;dataset_2\tiger_0130.jpg;tiger
131;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0131.jpg;dataset_2\tiger_0131.jpg;tiger
132;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0132.jpg;dataset_2\tiger_0132.jpg;tiger
133;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0133.jpg;dataset_2\tiger_0133.jpg;tiger
134;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0134.jpg;dataset_2\tiger_0134.jpg;tiger
135;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0135.jpg;dataset_2\tiger_0135.jpg;tiger
136;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0136.jpg;dataset_2\tiger_0136.jpg;tiger
137;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0137.jpg;dataset_2\tiger_0137.jpg;tiger
138;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0138.jpg;dataset_2\tiger_0138.jpg;tiger
139;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0139.jpg;dataset_2\tiger_0139.jpg;tiger
140;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0140.jpg;dataset_2\tiger_0140.jpg;tiger
141;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0141.jpg;dataset_2\tiger_0141.jpg;tiger
142;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0142.jpg;dataset_2\tiger_0142.jpg;tiger
143;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0143.jpg;dataset_2\tiger_0143.jpg;tiger
144;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0144.jpg;dataset_2\tiger_0144.jpg;tiger
145;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0145.jpg;dataset_2\tiger_0145.jpg;tiger
146;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0146.jpg;dataset_2\tiger_0146.jpg;tiger
147;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0147.jpg;dataset_2\tiger_0147.jpg;tiger
148;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0148.jpg;dataset_2\tiger_0148.jpg;tiger
149;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0149.jpg;dataset_2\tiger_0149.jpg;tiger
150;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0150.jpg;dataset_2\tiger_0150.jpg;tiger
151;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0151.jpg;dataset_2\tiger_0151.jpg;tiger
152;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0152.jpg;dataset_2\tiger_0152.jpg;tiger
153;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0153.jpg;dataset_2\tiger_0153.jpg;tiger
154;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0154.jpg;dataset_2\tiger_0154.jpg;tiger
155;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0155.jpg;dataset_2\tiger_0155.jpg;tiger
156;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0156.jpg;dataset_2\tiger_0156.jpg;tiger
157;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0157.jpg;dataset_2\tiger_0157.jpg;tiger
158;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0158.jpg;dataset_2\tiger_0158.jpg;tiger
159;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0159.jpg;dataset_2\tiger_0159.jpg;tiger
160;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0160.jpg;dataset_2\tiger_0160.jpg;tiger
161;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0161.jpg;dataset_2\tiger_0161.jpg;tiger
162;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0162.jpg;dataset_2\tiger_0162.jpg;tiger
163;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0163.jpg;dataset_2\tiger_0163.jpg;tiger
164;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0164.jpg;dataset_2\tiger_0164.jpg;tiger
165;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0165.jpg;dataset_2\tiger_0165.jpg;tiger
166;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0166.jpg;dataset_2\tiger_0166.jpg;tiger
167;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0167.jpg;dataset_2\tiger_0167.jpg;tiger
168;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0168.jpg;dataset_2\tiger_0168.jpg;tiger
169;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0169.jpg;dataset_2\tiger_0169.jpg;tiger
170;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0170.jpg;dataset_2\tiger_0170.jpg;tiger
171;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0171.jpg;dataset_2\tiger_0171.jpg;tiger
172;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0172.jpg;dataset_2\tiger_0172.jpg;tiger
173;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0173.jpg;dataset_2\tiger_0173.jpg;tiger
174;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0174.jpg;dataset_2\tiger_0174.jpg;tiger
175;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0175.jpg;dataset_2\tiger_0175.jpg;tiger
176;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0176.jpg;dataset_2\tiger_0176.jpg;tiger
177;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0177.jpg;dataset_2\tiger_0177.jpg;tiger
178;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0178.jpg;dataset_2\tiger_0178.jpg;tiger
179;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0179.jpg;dataset_2\tiger_0179.jpg;tiger
180;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0180.jpg;dataset_2\tiger_0180.jpg;tiger
181;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0181.jpg;dataset_2\tiger_0181.jpg;tiger
182;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0182.jpg;dataset_2\tiger_0182.jpg;tiger
183;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0183.jpg;dataset_2\tiger_0183.jpg;tiger
184;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0184.jpg;dataset_2\tiger_0184.jpg;tiger
185;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0185.jpg;dataset_2\tiger_0185.jpg;tiger
186;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0186.jpg;dataset_2\tiger_0186.jpg;tiger
187;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0187.jpg;dataset_2\tiger_0187.jpg;tiger
188;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0188.jpg;dataset_2\tiger_0188.jpg;tiger
189;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0189.jpg;dataset_2\tiger_0189.jpg;tiger
190;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0190.jpg;dataset_2\tiger_0190.jpg;tiger
191;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0191.jpg;dataset_2\tiger_0191.jpg;tiger
192;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0192.jpg;dataset_2\tiger_0192.jpg;tiger
193;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0193.jpg;dataset_2\tiger_0193.jpg;tiger
194;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0194.jpg;dataset_2\tiger_0194.jpg;tiger
195;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0195.jpg;dataset_2\tiger_0195.jpg;tiger
196;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0196.jpg;dataset_2\tiger_0196.jpg;tiger
197;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0197.jpg;dataset_2\tiger_0197.jpg;tiger
198;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0198.jpg;dataset_2\tiger_0198.jpg;tiger
199;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0199.jpg;dataset_2\tiger_0199.jpg;tiger
200;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0200.jpg;dataset_2\tiger_0200.jpg;tiger
201;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0201.jpg;dataset_2\tiger_0201.jpg;tiger
202;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0202.jpg;dataset_2\tiger_0202.jpg;tiger
203;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0203.jpg;dataset_2\tiger_0203.jpg;tiger
204;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0204.jpg;dataset_2\tiger_0204.jpg;tiger
205;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0205.jpg;dataset_2\tiger_0205.jpg;tiger
206;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0206.jpg;dataset_2\tiger_0206.jpg;tiger
207;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0207.jpg;dataset_2\tiger_0207.jpg;tiger
208;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0208.jpg;dataset_2\tiger_0208.jpg;tiger
209;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0209.jpg;dataset_2\tiger_0209.jpg;tiger
210;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0210.jpg;dataset_2\tiger_0210.jpg;tiger
211;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0211.jpg;dataset_2\tiger_0211.jpg;tiger
212;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0212.jpg;dataset_2\tiger_0212.jpg;tiger
213;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0213.jpg;dataset_2\tiger_0213.jpg;tiger
214;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0214.jpg;dataset_2\tiger_0214.jpg;tiger
215;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0215.jpg;dataset_2\tiger_0215.jpg;tiger
216;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0216.jpg;dataset_2\tiger_0216.jpg;tiger
217;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0217.jpg;dataset_2\tiger_0217.jpg;tiger
218;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0218.jpg;dataset_2\tiger_0218.jpg;tiger
219;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0219.jpg;dataset_2\tiger_0219.jpg;tiger
220;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0220.jpg;dataset_2\tiger_0220.jpg;tiger
221;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0221.jpg;dataset_2\tiger_0221.jpg;tiger
222;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0222.jpg;dataset_2\tiger_0222.jpg;tiger
223;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0223.jpg;dataset_2\tiger_0223.jpg;tiger
224;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0224.jpg;dataset_2\tiger_0224.jpg;tiger
225;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0225.jpg;dataset_2\tiger_0225.jpg;tiger
226;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0226.jpg;dataset_2\tiger_0226.jpg;tiger
227;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0227.jpg;dataset_2\tiger_0227.jpg;tiger
228;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0228.jpg;dataset_2\tiger_0228.jpg;tiger
229;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0229.jpg;dataset_2\tiger_0229.jpg;tiger
230;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0230.jpg;dataset_2\tiger_0230.jpg;tiger
231;C:\Users\kiril\Desktop\3labAP\dataset_2\tiger_0231.jpg;dataset_2\tiger_0231.jpg;tiger
