;Abs Path;Rel Path;Item Class
31;C:\Users\kiril\Desktop\3labAP\dataset_3\1135.jpg;dataset_3\1135.jpg;tiger
32;C:\Users\kiril\Desktop\3labAP\dataset_3\9529.jpg;dataset_3\9529.jpg;tiger
33;C:\Users\kiril\Desktop\3labAP\dataset_3\9942.jpg;dataset_3\9942.jpg;tiger
34;C:\Users\kiril\Desktop\3labAP\dataset_3\9234.jpg;dataset_3\9234.jpg;tiger
35;C:\Users\kiril\Desktop\3labAP\dataset_3\9088.jpg;dataset_3\9088.jpg;tiger
36;C:\Users\kiril\Desktop\3labAP\dataset_3\3720.jpg;dataset_3\3720.jpg;tiger
37;C:\Users\kiril\Desktop\3labAP\dataset_3\2936.jpg;dataset_3\2936.jpg;tiger
38;C:\Users\kiril\Desktop\3labAP\dataset_3\8385.jpg;dataset_3\8385.jpg;tiger
39;C:\Users\kiril\Desktop\3labAP\dataset_3\2684.jpg;dataset_3\2684.jpg;tiger
40;C:\Users\kiril\Desktop\3labAP\dataset_3\3960.jpg;dataset_3\3960.jpg;tiger
41;C:\Users\kiril\Desktop\3labAP\dataset_3\4694.jpg;dataset_3\4694.jpg;tiger
42;C:\Users\kiril\Desktop\3labAP\dataset_3\1022.jpg;dataset_3\1022.jpg;tiger
43;C:\Users\kiril\Desktop\3labAP\dataset_3\8472.jpg;dataset_3\8472.jpg;tiger
44;C:\Users\kiril\Desktop\3labAP\dataset_3\4534.jpg;dataset_3\4534.jpg;tiger
45;C:\Users\kiril\Desktop\3labAP\dataset_3\1483.jpg;dataset_3\1483.jpg;tiger
46;C:\Users\kiril\Desktop\3labAP\dataset_3\5514.jpg;dataset_3\5514.jpg;tiger
47;C:\Users\kiril\Desktop\3labAP\dataset_3\3866.jpg;dataset_3\3866.jpg;tiger
48;C:\Users\kiril\Desktop\3labAP\dataset_3\2457.jpg;dataset_3\2457.jpg;tiger
49;C:\Users\kiril\Desktop\3labAP\dataset_3\283.jpg;dataset_3\283.jpg;tiger
50;C:\Users\kiril\Desktop\3labAP\dataset_3\6152.jpg;dataset_3\6152.jpg;tiger
51;C:\Users\kiril\Desktop\3labAP\dataset_3\6257.jpg;dataset_3\6257.jpg;tiger
52;C:\Users\kiril\Desktop\3labAP\dataset_3\6219.jpg;dataset_3\6219.jpg;tiger
53;C:\Users\kiril\Desktop\3labAP\dataset_3\965.jpg;dataset_3\965.jpg;tiger
54;C:\Users\kiril\Desktop\3labAP\dataset_3\9162.jpg;dataset_3\9162.jpg;tiger
55;C:\Users\kiril\Desktop\3labAP\dataset_3\1043.jpg;dataset_3\1043.jpg;tiger
56;C:\Users\kiril\Desktop\3labAP\dataset_3\4557.jpg;dataset_3\4557.jpg;tiger
57;C:\Users\kiril\Desktop\3labAP\dataset_3\1709.jpg;dataset_3\1709.jpg;tiger
58;C:\Users\kiril\Desktop\3labAP\dataset_3\6827.jpg;dataset_3\6827.jpg;tiger
59;C:\Users\kiril\Desktop\3labAP\dataset_3\8619.jpg;dataset_3\8619.jpg;tiger
60;C:\Users\kiril\Desktop\3labAP\dataset_3\6863.jpg;dataset_3\6863.jpg;tiger
61;C:\Users\kiril\Desktop\3labAP\dataset_3\1371.jpg;dataset_3\1371.jpg;tiger
62;C:\Users\kiril\Desktop\3labAP\dataset_3\7134.jpg;dataset_3\7134.jpg;tiger
63;C:\Users\kiril\Desktop\3labAP\dataset_3\9837.jpg;dataset_3\9837.jpg;tiger
64;C:\Users\kiril\Desktop\3labAP\dataset_3\7072.jpg;dataset_3\7072.jpg;tiger
65;C:\Users\kiril\Desktop\3labAP\dataset_3\9060.jpg;dataset_3\9060.jpg;tiger
66;C:\Users\kiril\Desktop\3labAP\dataset_3\4991.jpg;dataset_3\4991.jpg;tiger
67;C:\Users\kiril\Desktop\3labAP\dataset_3\4124.jpg;dataset_3\4124.jpg;tiger
68;C:\Users\kiril\Desktop\3labAP\dataset_3\6324.jpg;dataset_3\6324.jpg;tiger
69;C:\Users\kiril\Desktop\3labAP\dataset_3\6623.jpg;dataset_3\6623.jpg;tiger
70;C:\Users\kiril\Desktop\3labAP\dataset_3\3085.jpg;dataset_3\3085.jpg;tiger
71;C:\Users\kiril\Desktop\3labAP\dataset_3\650.jpg;dataset_3\650.jpg;tiger
72;C:\Users\kiril\Desktop\3labAP\dataset_3\2208.jpg;dataset_3\2208.jpg;tiger
73;C:\Users\kiril\Desktop\3labAP\dataset_3\7636.jpg;dataset_3\7636.jpg;tiger
74;C:\Users\kiril\Desktop\3labAP\dataset_3\8987.jpg;dataset_3\8987.jpg;tiger
75;C:\Users\kiril\Desktop\3labAP\dataset_3\3700.jpg;dataset_3\3700.jpg;tiger
76;C:\Users\kiril\Desktop\3labAP\dataset_3\2710.jpg;dataset_3\2710.jpg;tiger
77;C:\Users\kiril\Desktop\3labAP\dataset_3\5256.jpg;dataset_3\5256.jpg;tiger
78;C:\Users\kiril\Desktop\3labAP\dataset_3\5410.jpg;dataset_3\5410.jpg;tiger
79;C:\Users\kiril\Desktop\3labAP\dataset_3\2959.jpg;dataset_3\2959.jpg;tiger
80;C:\Users\kiril\Desktop\3labAP\dataset_3\9111.jpg;dataset_3\9111.jpg;tiger
81;C:\Users\kiril\Desktop\3labAP\dataset_3\8084.jpg;dataset_3\8084.jpg;tiger
82;C:\Users\kiril\Desktop\3labAP\dataset_3\6260.jpg;dataset_3\6260.jpg;tiger
83;C:\Users\kiril\Desktop\3labAP\dataset_3\5870.jpg;dataset_3\5870.jpg;tiger
84;C:\Users\kiril\Desktop\3labAP\dataset_3\3467.jpg;dataset_3\3467.jpg;tiger
85;C:\Users\kiril\Desktop\3labAP\dataset_3\3542.jpg;dataset_3\3542.jpg;tiger
86;C:\Users\kiril\Desktop\3labAP\dataset_3\1123.jpg;dataset_3\1123.jpg;tiger
87;C:\Users\kiril\Desktop\3labAP\dataset_3\4494.jpg;dataset_3\4494.jpg;tiger
88;C:\Users\kiril\Desktop\3labAP\dataset_3\8857.jpg;dataset_3\8857.jpg;tiger
89;C:\Users\kiril\Desktop\3labAP\dataset_3\8942.jpg;dataset_3\8942.jpg;tiger
90;C:\Users\kiril\Desktop\3labAP\dataset_3\5077.jpg;dataset_3\5077.jpg;tiger
91;C:\Users\kiril\Desktop\3labAP\dataset_3\6231.jpg;dataset_3\6231.jpg;tiger
92;C:\Users\kiril\Desktop\3labAP\dataset_3\451.jpg;dataset_3\451.jpg;tiger
93;C:\Users\kiril\Desktop\3labAP\dataset_3\6627.jpg;dataset_3\6627.jpg;tiger
94;C:\Users\kiril\Desktop\3labAP\dataset_3\2877.jpg;dataset_3\2877.jpg;tiger
95;C:\Users\kiril\Desktop\3labAP\dataset_3\1586.jpg;dataset_3\1586.jpg;tiger
96;C:\Users\kiril\Desktop\3labAP\dataset_3\7493.jpg;dataset_3\7493.jpg;tiger
97;C:\Users\kiril\Desktop\3labAP\dataset_3\6057.jpg;dataset_3\6057.jpg;tiger
98;C:\Users\kiril\Desktop\3labAP\dataset_3\3446.jpg;dataset_3\3446.jpg;tiger
99;C:\Users\kiril\Desktop\3labAP\dataset_3\7484.jpg;dataset_3\7484.jpg;tiger
100;C:\Users\kiril\Desktop\3labAP\dataset_3\1549.jpg;dataset_3\1549.jpg;tiger
101;C:\Users\kiril\Desktop\3labAP\dataset_3\9054.jpg;dataset_3\9054.jpg;tiger
102;C:\Users\kiril\Desktop\3labAP\dataset_3\2526.jpg;dataset_3\2526.jpg;tiger
103;C:\Users\kiril\Desktop\3labAP\dataset_3\1468.jpg;dataset_3\1468.jpg;tiger
104;C:\Users\kiril\Desktop\3labAP\dataset_3\7193.jpg;dataset_3\7193.jpg;tiger
105;C:\Users\kiril\Desktop\3labAP\dataset_3\4127.jpg;dataset_3\4127.jpg;tiger
106;C:\Users\kiril\Desktop\3labAP\dataset_3\2151.jpg;dataset_3\2151.jpg;tiger
107;C:\Users\kiril\Desktop\3labAP\dataset_3\4136.jpg;dataset_3\4136.jpg;tiger
108;C:\Users\kiril\Desktop\3labAP\dataset_3\4828.jpg;dataset_3\4828.jpg;tiger
109;C:\Users\kiril\Desktop\3labAP\dataset_3\8129.jpg;dataset_3\8129.jpg;tiger
110;C:\Users\kiril\Desktop\3labAP\dataset_3\2692.jpg;dataset_3\2692.jpg;tiger
111;C:\Users\kiril\Desktop\3labAP\dataset_3\3573.jpg;dataset_3\3573.jpg;tiger
112;C:\Users\kiril\Desktop\3labAP\dataset_3\6009.jpg;dataset_3\6009.jpg;tiger
113;C:\Users\kiril\Desktop\3labAP\dataset_3\4082.jpg;dataset_3\4082.jpg;tiger
114;C:\Users\kiril\Desktop\3labAP\dataset_3\4437.jpg;dataset_3\4437.jpg;tiger
115;C:\Users\kiril\Desktop\3labAP\dataset_3\5555.jpg;dataset_3\5555.jpg;tiger
116;C:\Users\kiril\Desktop\3labAP\dataset_3\8338.jpg;dataset_3\8338.jpg;tiger
117;C:\Users\kiril\Desktop\3labAP\dataset_3\2084.jpg;dataset_3\2084.jpg;tiger
118;C:\Users\kiril\Desktop\3labAP\dataset_3\7969.jpg;dataset_3\7969.jpg;tiger
119;C:\Users\kiril\Desktop\3labAP\dataset_3\6084.jpg;dataset_3\6084.jpg;tiger
120;C:\Users\kiril\Desktop\3labAP\dataset_3\8345.jpg;dataset_3\8345.jpg;tiger
121;C:\Users\kiril\Desktop\3labAP\dataset_3\7455.jpg;dataset_3\7455.jpg;tiger
122;C:\Users\kiril\Desktop\3labAP\dataset_3\940.jpg;dataset_3\940.jpg;tiger
123;C:\Users\kiril\Desktop\3labAP\dataset_3\1078.jpg;dataset_3\1078.jpg;tiger
124;C:\Users\kiril\Desktop\3labAP\dataset_3\495.jpg;dataset_3\495.jpg;tiger
125;C:\Users\kiril\Desktop\3labAP\dataset_3\7328.jpg;dataset_3\7328.jpg;tiger
126;C:\Users\kiril\Desktop\3labAP\dataset_3\1737.jpg;dataset_3\1737.jpg;tiger
127;C:\Users\kiril\Desktop\3labAP\dataset_3\6361.jpg;dataset_3\6361.jpg;tiger
128;C:\Users\kiril\Desktop\3labAP\dataset_3\5156.jpg;dataset_3\5156.jpg;tiger
129;C:\Users\kiril\Desktop\3labAP\dataset_3\788.jpg;dataset_3\788.jpg;tiger
130;C:\Users\kiril\Desktop\3labAP\dataset_3\4129.jpg;dataset_3\4129.jpg;tiger
131;C:\Users\kiril\Desktop\3labAP\dataset_3\3740.jpg;dataset_3\3740.jpg;tiger
132;C:\Users\kiril\Desktop\3labAP\dataset_3\6691.jpg;dataset_3\6691.jpg;tiger
133;C:\Users\kiril\Desktop\3labAP\dataset_3\4093.jpg;dataset_3\4093.jpg;tiger
134;C:\Users\kiril\Desktop\3labAP\dataset_3\3873.jpg;dataset_3\3873.jpg;tiger
135;C:\Users\kiril\Desktop\3labAP\dataset_3\6091.jpg;dataset_3\6091.jpg;tiger
136;C:\Users\kiril\Desktop\3labAP\dataset_3\9775.jpg;dataset_3\9775.jpg;tiger
137;C:\Users\kiril\Desktop\3labAP\dataset_3\8507.jpg;dataset_3\8507.jpg;tiger
138;C:\Users\kiril\Desktop\3labAP\dataset_3\1603.jpg;dataset_3\1603.jpg;tiger
139;C:\Users\kiril\Desktop\3labAP\dataset_3\386.jpg;dataset_3\386.jpg;tiger
140;C:\Users\kiril\Desktop\3labAP\dataset_3\2760.jpg;dataset_3\2760.jpg;tiger
141;C:\Users\kiril\Desktop\3labAP\dataset_3\2154.jpg;dataset_3\2154.jpg;tiger
142;C:\Users\kiril\Desktop\3labAP\dataset_3\8006.jpg;dataset_3\8006.jpg;tiger
143;C:\Users\kiril\Desktop\3labAP\dataset_3\6865.jpg;dataset_3\6865.jpg;tiger
144;C:\Users\kiril\Desktop\3labAP\dataset_3\3209.jpg;dataset_3\3209.jpg;tiger
145;C:\Users\kiril\Desktop\3labAP\dataset_3\4933.jpg;dataset_3\4933.jpg;tiger
146;C:\Users\kiril\Desktop\3labAP\dataset_3\3962.jpg;dataset_3\3962.jpg;tiger
147;C:\Users\kiril\Desktop\3labAP\dataset_3\8304.jpg;dataset_3\8304.jpg;tiger
148;C:\Users\kiril\Desktop\3labAP\dataset_3\4261.jpg;dataset_3\4261.jpg;tiger
149;C:\Users\kiril\Desktop\3labAP\dataset_3\1442.jpg;dataset_3\1442.jpg;tiger
150;C:\Users\kiril\Desktop\3labAP\dataset_3\1100.jpg;dataset_3\1100.jpg;tiger
151;C:\Users\kiril\Desktop\3labAP\dataset_3\4435.jpg;dataset_3\4435.jpg;tiger
152;C:\Users\kiril\Desktop\3labAP\dataset_3\3887.jpg;dataset_3\3887.jpg;tiger
153;C:\Users\kiril\Desktop\3labAP\dataset_3\6617.jpg;dataset_3\6617.jpg;tiger
154;C:\Users\kiril\Desktop\3labAP\dataset_3\4585.jpg;dataset_3\4585.jpg;tiger
155;C:\Users\kiril\Desktop\3labAP\dataset_3\2699.jpg;dataset_3\2699.jpg;tiger
156;C:\Users\kiril\Desktop\3labAP\dataset_3\9004.jpg;dataset_3\9004.jpg;tiger
157;C:\Users\kiril\Desktop\3labAP\dataset_3\1637.jpg;dataset_3\1637.jpg;tiger
158;C:\Users\kiril\Desktop\3labAP\dataset_3\9372.jpg;dataset_3\9372.jpg;tiger
159;C:\Users\kiril\Desktop\3labAP\dataset_3\2512.jpg;dataset_3\2512.jpg;tiger
160;C:\Users\kiril\Desktop\3labAP\dataset_3\4033.jpg;dataset_3\4033.jpg;tiger
161;C:\Users\kiril\Desktop\3labAP\dataset_3\737.jpg;dataset_3\737.jpg;tiger
162;C:\Users\kiril\Desktop\3labAP\dataset_3\2106.jpg;dataset_3\2106.jpg;tiger
163;C:\Users\kiril\Desktop\3labAP\dataset_3\3719.jpg;dataset_3\3719.jpg;tiger
164;C:\Users\kiril\Desktop\3labAP\dataset_3\9121.jpg;dataset_3\9121.jpg;tiger
165;C:\Users\kiril\Desktop\3labAP\dataset_3\9747.jpg;dataset_3\9747.jpg;tiger
166;C:\Users\kiril\Desktop\3labAP\dataset_3\7223.jpg;dataset_3\7223.jpg;tiger
167;C:\Users\kiril\Desktop\3labAP\dataset_3\2514.jpg;dataset_3\2514.jpg;tiger
168;C:\Users\kiril\Desktop\3labAP\dataset_3\1002.jpg;dataset_3\1002.jpg;tiger
169;C:\Users\kiril\Desktop\3labAP\dataset_3\1849.jpg;dataset_3\1849.jpg;tiger
170;C:\Users\kiril\Desktop\3labAP\dataset_3\4523.jpg;dataset_3\4523.jpg;tiger
171;C:\Users\kiril\Desktop\3labAP\dataset_3\464.jpg;dataset_3\464.jpg;tiger
172;C:\Users\kiril\Desktop\3labAP\dataset_3\1434.jpg;dataset_3\1434.jpg;tiger
173;C:\Users\kiril\Desktop\3labAP\dataset_3\3217.jpg;dataset_3\3217.jpg;tiger
174;C:\Users\kiril\Desktop\3labAP\dataset_3\4772.jpg;dataset_3\4772.jpg;tiger
175;C:\Users\kiril\Desktop\3labAP\dataset_3\943.jpg;dataset_3\943.jpg;tiger
176;C:\Users\kiril\Desktop\3labAP\dataset_3\6431.jpg;dataset_3\6431.jpg;tiger
177;C:\Users\kiril\Desktop\3labAP\dataset_3\5083.jpg;dataset_3\5083.jpg;tiger
178;C:\Users\kiril\Desktop\3labAP\dataset_3\3824.jpg;dataset_3\3824.jpg;tiger
179;C:\Users\kiril\Desktop\3labAP\dataset_3\7965.jpg;dataset_3\7965.jpg;tiger
180;C:\Users\kiril\Desktop\3labAP\dataset_3\5133.jpg;dataset_3\5133.jpg;tiger
181;C:\Users\kiril\Desktop\3labAP\dataset_3\3118.jpg;dataset_3\3118.jpg;tiger
182;C:\Users\kiril\Desktop\3labAP\dataset_3\3827.jpg;dataset_3\3827.jpg;tiger
183;C:\Users\kiril\Desktop\3labAP\dataset_3\7558.jpg;dataset_3\7558.jpg;tiger
184;C:\Users\kiril\Desktop\3labAP\dataset_3\7767.jpg;dataset_3\7767.jpg;tiger
185;C:\Users\kiril\Desktop\3labAP\dataset_3\1021.jpg;dataset_3\1021.jpg;tiger
186;C:\Users\kiril\Desktop\3labAP\dataset_3\8622.jpg;dataset_3\8622.jpg;tiger
187;C:\Users\kiril\Desktop\3labAP\dataset_3\3625.jpg;dataset_3\3625.jpg;tiger
188;C:\Users\kiril\Desktop\3labAP\dataset_3\4592.jpg;dataset_3\4592.jpg;tiger
189;C:\Users\kiril\Desktop\3labAP\dataset_3\125.jpg;dataset_3\125.jpg;tiger
190;C:\Users\kiril\Desktop\3labAP\dataset_3\8896.jpg;dataset_3\8896.jpg;tiger
191;C:\Users\kiril\Desktop\3labAP\dataset_3\2846.jpg;dataset_3\2846.jpg;tiger
192;C:\Users\kiril\Desktop\3labAP\dataset_3\3985.jpg;dataset_3\3985.jpg;tiger
193;C:\Users\kiril\Desktop\3labAP\dataset_3\1629.jpg;dataset_3\1629.jpg;tiger
194;C:\Users\kiril\Desktop\3labAP\dataset_3\8822.jpg;dataset_3\8822.jpg;tiger
195;C:\Users\kiril\Desktop\3labAP\dataset_3\9521.jpg;dataset_3\9521.jpg;tiger
196;C:\Users\kiril\Desktop\3labAP\dataset_3\4267.jpg;dataset_3\4267.jpg;tiger
197;C:\Users\kiril\Desktop\3labAP\dataset_3\4666.jpg;dataset_3\4666.jpg;tiger
198;C:\Users\kiril\Desktop\3labAP\dataset_3\1368.jpg;dataset_3\1368.jpg;tiger
199;C:\Users\kiril\Desktop\3labAP\dataset_3\8789.jpg;dataset_3\8789.jpg;tiger
200;C:\Users\kiril\Desktop\3labAP\dataset_3\3333.jpg;dataset_3\3333.jpg;tiger
201;C:\Users\kiril\Desktop\3labAP\dataset_3\4198.jpg;dataset_3\4198.jpg;tiger
202;C:\Users\kiril\Desktop\3labAP\dataset_3\6883.jpg;dataset_3\6883.jpg;tiger
203;C:\Users\kiril\Desktop\3labAP\dataset_3\2820.jpg;dataset_3\2820.jpg;tiger
204;C:\Users\kiril\Desktop\3labAP\dataset_3\4246.jpg;dataset_3\4246.jpg;tiger
205;C:\Users\kiril\Desktop\3labAP\dataset_3\3897.jpg;dataset_3\3897.jpg;tiger
206;C:\Users\kiril\Desktop\3labAP\dataset_3\1009.jpg;dataset_3\1009.jpg;tiger
207;C:\Users\kiril\Desktop\3labAP\dataset_3\8717.jpg;dataset_3\8717.jpg;tiger
208;C:\Users\kiril\Desktop\3labAP\dataset_3\6064.jpg;dataset_3\6064.jpg;tiger
209;C:\Users\kiril\Desktop\3labAP\dataset_3\7742.jpg;dataset_3\7742.jpg;tiger
210;C:\Users\kiril\Desktop\3labAP\dataset_3\5602.jpg;dataset_3\5602.jpg;tiger
211;C:\Users\kiril\Desktop\3labAP\dataset_3\89.jpg;dataset_3\89.jpg;tiger
212;C:\Users\kiril\Desktop\3labAP\dataset_3\6191.jpg;dataset_3\6191.jpg;tiger
213;C:\Users\kiril\Desktop\3labAP\dataset_3\6440.jpg;dataset_3\6440.jpg;tiger
214;C:\Users\kiril\Desktop\3labAP\dataset_3\8216.jpg;dataset_3\8216.jpg;tiger
215;C:\Users\kiril\Desktop\3labAP\dataset_3\4501.jpg;dataset_3\4501.jpg;tiger
216;C:\Users\kiril\Desktop\3labAP\dataset_3\5526.jpg;dataset_3\5526.jpg;tiger
217;C:\Users\kiril\Desktop\3labAP\dataset_3\9187.jpg;dataset_3\9187.jpg;tiger
218;C:\Users\kiril\Desktop\3labAP\dataset_3\5169.jpg;dataset_3\5169.jpg;tiger
219;C:\Users\kiril\Desktop\3labAP\dataset_3\6688.jpg;dataset_3\6688.jpg;tiger
220;C:\Users\kiril\Desktop\3labAP\dataset_3\7322.jpg;dataset_3\7322.jpg;tiger
221;C:\Users\kiril\Desktop\3labAP\dataset_3\3158.jpg;dataset_3\3158.jpg;tiger
222;C:\Users\kiril\Desktop\3labAP\dataset_3\9809.jpg;dataset_3\9809.jpg;tiger
223;C:\Users\kiril\Desktop\3labAP\dataset_3\855.jpg;dataset_3\855.jpg;tiger
224;C:\Users\kiril\Desktop\3labAP\dataset_3\9956.jpg;dataset_3\9956.jpg;tiger
225;C:\Users\kiril\Desktop\3labAP\dataset_3\7110.jpg;dataset_3\7110.jpg;tiger
226;C:\Users\kiril\Desktop\3labAP\dataset_3\3465.jpg;dataset_3\3465.jpg;tiger
227;C:\Users\kiril\Desktop\3labAP\dataset_3\7060.jpg;dataset_3\7060.jpg;tiger
228;C:\Users\kiril\Desktop\3labAP\dataset_3\9803.jpg;dataset_3\9803.jpg;tiger
229;C:\Users\kiril\Desktop\3labAP\dataset_3\9918.jpg;dataset_3\9918.jpg;tiger
230;C:\Users\kiril\Desktop\3labAP\dataset_3\7671.jpg;dataset_3\7671.jpg;tiger
231;C:\Users\kiril\Desktop\3labAP\dataset_3\5590.jpg;dataset_3\5590.jpg;tiger
232;C:\Users\kiril\Desktop\3labAP\dataset_3\5337.jpg;dataset_3\5337.jpg;tiger
233;C:\Users\kiril\Desktop\3labAP\dataset_3\6071.jpg;dataset_3\6071.jpg;tiger
234;C:\Users\kiril\Desktop\3labAP\dataset_3\9864.jpg;dataset_3\9864.jpg;tiger
235;C:\Users\kiril\Desktop\3labAP\dataset_3\569.jpg;dataset_3\569.jpg;tiger
236;C:\Users\kiril\Desktop\3labAP\dataset_3\6980.jpg;dataset_3\6980.jpg;tiger
237;C:\Users\kiril\Desktop\3labAP\dataset_3\8535.jpg;dataset_3\8535.jpg;tiger
238;C:\Users\kiril\Desktop\3labAP\dataset_3\7904.jpg;dataset_3\7904.jpg;tiger
239;C:\Users\kiril\Desktop\3labAP\dataset_3\6711.jpg;dataset_3\6711.jpg;tiger
240;C:\Users\kiril\Desktop\3labAP\dataset_3\9506.jpg;dataset_3\9506.jpg;tiger
241;C:\Users\kiril\Desktop\3labAP\dataset_3\2825.jpg;dataset_3\2825.jpg;tiger
242;C:\Users\kiril\Desktop\3labAP\dataset_3\5397.jpg;dataset_3\5397.jpg;tiger
243;C:\Users\kiril\Desktop\3labAP\dataset_3\6226.jpg;dataset_3\6226.jpg;tiger
244;C:\Users\kiril\Desktop\3labAP\dataset_3\2413.jpg;dataset_3\2413.jpg;tiger
245;C:\Users\kiril\Desktop\3labAP\dataset_3\5888.jpg;dataset_3\5888.jpg;tiger
246;C:\Users\kiril\Desktop\3labAP\dataset_3\7024.jpg;dataset_3\7024.jpg;tiger
247;C:\Users\kiril\Desktop\3labAP\dataset_3\5532.jpg;dataset_3\5532.jpg;tiger
248;C:\Users\kiril\Desktop\3labAP\dataset_3\5377.jpg;dataset_3\5377.jpg;tiger
249;C:\Users\kiril\Desktop\3labAP\dataset_3\5689.jpg;dataset_3\5689.jpg;tiger
250;C:\Users\kiril\Desktop\3labAP\dataset_3\4051.jpg;dataset_3\4051.jpg;tiger
251;C:\Users\kiril\Desktop\3labAP\dataset_3\615.jpg;dataset_3\615.jpg;tiger
252;C:\Users\kiril\Desktop\3labAP\dataset_3\916.jpg;dataset_3\916.jpg;tiger
253;C:\Users\kiril\Desktop\3labAP\dataset_3\5599.jpg;dataset_3\5599.jpg;tiger
254;C:\Users\kiril\Desktop\3labAP\dataset_3\992.jpg;dataset_3\992.jpg;tiger
255;C:\Users\kiril\Desktop\3labAP\dataset_3\3521.jpg;dataset_3\3521.jpg;tiger
256;C:\Users\kiril\Desktop\3labAP\dataset_3\7403.jpg;dataset_3\7403.jpg;tiger
257;C:\Users\kiril\Desktop\3labAP\dataset_3\5343.jpg;dataset_3\5343.jpg;tiger
258;C:\Users\kiril\Desktop\3labAP\dataset_3\2420.jpg;dataset_3\2420.jpg;tiger
259;C:\Users\kiril\Desktop\3labAP\dataset_3\1017.jpg;dataset_3\1017.jpg;tiger
260;C:\Users\kiril\Desktop\3labAP\dataset_3\9785.jpg;dataset_3\9785.jpg;tiger
261;C:\Users\kiril\Desktop\3labAP\dataset_3\3215.jpg;dataset_3\3215.jpg;tiger
262;C:\Users\kiril\Desktop\3labAP\dataset_3\707.jpg;dataset_3\707.jpg;tiger
263;C:\Users\kiril\Desktop\3labAP\dataset_3\4615.jpg;dataset_3\4615.jpg;tiger
264;C:\Users\kiril\Desktop\3labAP\dataset_3\4183.jpg;dataset_3\4183.jpg;tiger
265;C:\Users\kiril\Desktop\3labAP\dataset_3\7503.jpg;dataset_3\7503.jpg;tiger
266;C:\Users\kiril\Desktop\3labAP\dataset_3\5911.jpg;dataset_3\5911.jpg;tiger
267;C:\Users\kiril\Desktop\3labAP\dataset_3\7124.jpg;dataset_3\7124.jpg;tiger
268;C:\Users\kiril\Desktop\3labAP\dataset_3\8498.jpg;dataset_3\8498.jpg;tiger
